corpus_category,dataset_name,repository_url,repository_commit,source_path,source_sha256,module_name,clean_loc,concrete_syntax_nodes,concrete_syntax_depth,syntax_diagnostic_count,syntax_diagnostic_codes,syntax_tree_valid,event_control_signal_count,clock_like_event_signal_count,clock_like_event_signals,recognized_cdc_primitive_mentions,hierarchy_instantiation_count,resolved_internal_submodule_instantiations,ambiguous_internal_submodule_instantiations,internal_hierarchy_depth,extraction_timestamp
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_controller.sv,bc3211faf87435b07922e3e61646ef83247ab86c5938d4cd2e108802a4357860,ibex_controller,689,6640,26,16,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_core.sv,300090460919c3a8b28f0ae696947bc4c5802083d997aeea6373ec7433da2569,ibex_core,1198,12888,29,15,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,15,14,1,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_counter.sv,0e953e2e05b5070833029d0f6fed6d3a48fbd3c02dc05785962fb0d451425d8e,ibex_counter,75,855,14,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_cs_registers.sv,b9347e79c7326ac4fb7e640a6458c482e28f26a9259746749b42988067494967,ibex_cs_registers,1689,18825,24,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,29,29,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_csr.sv,6533fffc57e233b3961ebd94722a14a1a4320771ce4a76e69481bf2deb1d8514,ibex_csr,35,362,13,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_decoder.sv,842b520e4a942b6a27f3c44f7e8784e4a8dd40d7531a0ec3dd338f624be18217,ibex_decoder,1127,12882,29,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_dummy_instr.sv,8899ec7fcd6df73d7ea96ad25e73f664ee2ae2a95b2186a36a7ab885e16e292e,ibex_dummy_instr,107,1121,10,0,,1,1,1,clk_i,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_ex_block.sv,6451d5cd6af214b5fbb70f7499f898de981188cd7a25bf49247c0819b907c90b,ibex_ex_block,141,1668,10,0,,1,0,0,,0,3,3,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_fetch_fifo.sv,3e0b48b771055ea50356cdff418decae16e7d9586a7f953e6799112b238bb63c,ibex_fetch_fifo,144,2253,17,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_icache.sv,7cd0bb391a47a37dd109ffb77e02630da27732b0c95b2e85c8b58b9b94d12682,ibex_icache,872,12532,20,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,4,4,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_id_stage.sv,02b40e46ef92df59a9e1d7b80a8d51a366ece0e8e599ca0744fcdf403ccd3aa8,ibex_id_stage,759,7701,21,34,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_if_stage.sv,8b99f212f06aa942e53e8a768863587ffdc29176f5a486c6e273262311c9f6ae,ibex_if_stage,577,6343,15,13,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,8,6,2,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_load_store_unit.sv,86e156efaf7ac46a351a405d9d2046b7d2e6a60bd206411ef9ae474666338b35,ibex_load_store_unit,562,6002,20,17,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,3,2,1,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_lockstep.sv,ee0fb3df1a86ecb66554a214efae0a7971aa1d5c545b9f7592ca86b780163341,ibex_lockstep,559,6777,17,0,,1,1,1,clk_i,0,8,5,3,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_multdiv_fast.sv,c86ca819b58b8ce2fc4ff5db887346bcd622b868fb7815fa07dd77119c68c04a,ibex_multdiv_fast,367,4727,17,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_multdiv_slow.sv,88b7392d3e2cd1f67f2c39b7425075030c78646cba2409356d6cfce262a46db6,ibex_multdiv_slow,256,2954,22,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_pmp.sv,a564fb312d5337b0875d16f434e8b69348e12c2560548fad93f9270f9c4b9176,ibex_pmp,165,2688,20,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_prefetch_buffer.sv,988ca05039f033c0eef9feffba996771c3449f255c64d7d78de04e1984249ccc,ibex_prefetch_buffer,149,1717,16,0,,1,1,1,clk_i,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_register_file_ff.sv,cb758da72120fa1ab7c3837408ef10ab96375edf727f6400d606ff5850e68a93,ibex_register_file_ff,175,2479,21,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_register_file_fpga.sv,ae98b043c2fec8ae44784157d559673518b1febda4eb7d5862ef07094b6cf3fc,ibex_register_file_fpga,99,1455,20,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_register_file_latch.sv,0e4100338abc2ef9720fe5ad3be4eb53e73e2d25d95eacfdbe45b557133f8727,ibex_register_file_latch,250,3030,18,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_int,0,9,0,9,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_top.sv,0db761a029b18d17271200a7ffe438c856db53423efa25912ba7ce60948cdfc5,ibex_top,1010,9473,21,38,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,21,8,13,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_top_tracing.sv,d727b4f1e80abebdb210d2c03868232d3ba794feea5d5136691db8aff0a5bf13,ibex_top_tracing,274,2636,12,0,,1,0,0,,0,1,1,0,7,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_tracer.sv,6241602443ec15517914fc3231e9c860229aea52dc571b5a94769a0510963925,ibex_tracer,1237,18705,23,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_trvk.sv,5a1c0d84473121bbb705ddc096499de76de84eb70c20e37a72ef3237361aca49,ibex_trvk,249,2594,15,8,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,5,5,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/rtl/ibex_wb_stage.sv,872d8df3b3f3fd9ba781eabd3897bd3b74d2b3af2d2898ab5799371d05b04e8a,ibex_wb_stage,212,2231,16,4,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/lowrisc_ibex/syn/rtl/prim_clock_gating.v,2b03684abf70d0a4b92a5f3026ff8a306db5e367cd038957c0bc96ec5cbbefc2,prim_clock_gating,14,93,9,0,,1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/pulp_common_cells/rtl/stream_fork.sv,94aceb08b400958fe66285351ff0909b7bdd1a8555613c6aaa443c6f696afe85,stream_fork,89,686,18,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/pulp_common_cells/rtl/stream_fork_dynamic.sv,3933baf0168380ca64b0ad0b09b18444a6b4d8189da8b0290df047b1d325f05e,stream_fork_dynamic,50,460,15,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/vendor/pulp_common_cells/rtl/stream_join_dynamic.sv,1c3cbfb64869114c36fbadb599379c2d639d8e7d501b983a8fad84e78dd5f128,stream_join_dynamic,14,189,10,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dbg/dbg.sv,dc26f6d3c0f2c605be6f3c90781f6e2f7e9b150a11f2d341889f2a9eb2c19511,dbg,579,14042,22,11,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,42,42,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec.sv,caabbc5bcacb68474660bb76541da5a0ac4ee98ff5f95480edc620b94113e432,dec,381,4546,11,9,DiagCode(UnknownDirective),1,0,0,,0,5,5,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_decode_ctl.sv,eef87f455889e8a8a7af7f7f69ada89fdfccd3c2146e591dfab3cf820c926e0b,dec_dec_ctl,118,10146,56,23,DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_decode_ctl.sv,eef87f455889e8a8a7af7f7f69ada89fdfccd3c2146e591dfab3cf820c926e0b,dec_decode_ctl,1547,39059,34,23,DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,89,89,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_gpr_ctl.sv,54396aeb810603d38a994e7edfeef7eebe840f9093ca869048a4d2195523e021,dec_gpr_ctl,71,1829,20,0,,1,0,0,,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_ib_ctl.sv,78c243d7b877e34cbdcd4013bc47c98e03cb204f4038d6c140ad9c670ae0abfa,dec_ib_ctl,277,6214,15,1,DiagCode(CouldNotOpenIncludeFile),1,0,0,,0,20,20,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_tlu_ctl.sv,ffef9094e9dfe460cd0e7d328004b887d7affae43168c3d6e7a3f312ceead4e0,dec_timer_ctl,86,2192,14,33,DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,6,6,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_tlu_ctl.sv,ffef9094e9dfe460cd0e7d328004b887d7affae43168c3d6e7a3f312ceead4e0,dec_tlu_ctl,1477,40476,67,33,DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,86,86,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dec/dec_trigger.sv,9eebb84a0cbff3c99d72d30189d2266fece63f41338021df2691fc85c6a77376,dec_trigger,24,713,15,0,,1,0,0,,0,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dma_ctrl.sv,710a54a1fbba05be79938324ac1fdaaa3686e22d83d9731f66d3ec4b2fbf79c6,dma_ctrl,356,10534,19,9,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,49,49,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dmi/dmi_jtag_to_core_sync.v,814aeb9742bdff548d804f9a2dd6f0a016c5d373582a881f8a0df6a0222b97f5,dmi_jtag_to_core_sync,26,270,13,0,,1,1,1,clk,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dmi/dmi_wrapper.v,3935e4fab93408da865fe42c26e6167f5415f85d46b8a5bf380ae4d5726c8c58,dmi_wrapper,49,451,9,0,,1,0,0,,1,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/dmi/rvjtag_tap.sv,3ccd08714aabd78792c26e5e5a91ffca32640f57af6328ad6d9cff181d3f7e4d,rvjtag_tap,160,2079,20,0,,1,1,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/exu/exu.sv,5f47841fa0d8a25acbd7ca4721d8550dca307c51584897ab6ba19a23a2e22ec4,exu,579,11236,16,72,DiagCode(UnknownDirective),1,0,0,,0,42,42,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/exu/exu_alu_ctl.sv,7ccb80fe50e02ae3a4553dd913e4a7ef9e97ed3cb5668f6199bd235358c24b09,exu_alu_ctl,115,2666,14,0,,1,0,0,,0,7,7,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/exu/exu_div_ctl.sv,fb7dedfe5446a5025c3486c0e5b82cd290a7e6b01ef02f2bd00f4537cfdf9624,exu_div_ctl,169,6671,38,0,,1,0,0,,0,13,13,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/exu/exu_mul_ctl.sv,90c18ffeac1686ea7ecdd842f9c6bca4499c6026cb0a01ca35cbd8a1d94ae0da,exu_mul_ctl,54,1633,10,0,,1,0,0,,0,17,17,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu.sv,c978cc80df13bcae9e5a8d83574d87579bfc47da35dd5f710281dfce423ab514,ifu,195,2269,10,6,DiagCode(UnknownDirective),1,0,0,,0,4,4,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_aln_ctl.sv,7edfa473599718c0af7b1e02cb397ece1b17eaf95d1bfcc40124c248b582a14b,ifu_aln_ctl,717,23518,20,78,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,37,37,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_bp_ctl.sv,c1ec52117b9dd13bf425f71a225f6a78db18bbf7f25667dec9130842c4678143,ifu_bp_ctl,891,24558,24,350,DiagCode(ExpectedExpression);DiagCode(UnknownDirective),0,0,0,,0,34,34,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_compress_ctl.sv,79c8bcabc5e135525bc45104d61c59c424f9f787db89a798db93b1491f0b3496,ifu_compress_ctl,202,10457,42,0,,1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_ic_mem.sv,8a9a016e1d8e01496dfe52d74c5dd16cb5f7529e73cf19982d1a589d2345a8b8,IC_DATA,118,3203,17,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,5,4,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_ic_mem.sv,8a9a016e1d8e01496dfe52d74c5dd16cb5f7529e73cf19982d1a589d2345a8b8,IC_TAG,113,2299,15,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,9,8,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_ic_mem.sv,8a9a016e1d8e01496dfe52d74c5dd16cb5f7529e73cf19982d1a589d2345a8b8,ifu_ic_mem,47,504,10,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,2,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_iccm_mem.sv,76e60bbc3087b5bc2a5cc337e229895a753ccdfa4fe4e3ea15e39f0a57b0842a,ifu_iccm_mem,87,1993,13,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,9,5,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_ifc_ctl.sv,d576f2dc2545a6d4e2d2d1a8fc42462c4fa844e4b22b529d118805b10fb39ff8,ifu_ifc_ctl,147,3064,17,0,,1,0,0,,0,10,10,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/ifu/ifu_mem_ctl.sv,0f3ba23dd74684426317f80f4c2e7c6d48570fe952eed349b06ccad2c4fd20b3,ifu_mem_ctl,783,15125,21,64,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(MisplacedTrailingSeparator);DiagCode(UnknownDirective),1,0,0,,0,52,52,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/ahb_to_axi4.sv,f5ae5f20186528e60d0c73109d99f53d13b2f3a761e302c108a284ba8e2f374a,ahb_to_axi4,185,4070,22,5,DiagCode(NewlineEOF);DiagCode(UnknownDirective),1,0,0,,0,21,21,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/axi4_to_ahb.sv,6302297ad831a26758a1edc4361361d57a214943ccfd24c56ae40ef2404103a7,axi4_to_ahb,349,8683,27,0,,1,0,0,,0,32,32,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/beh_lib.sv,06eed3047efe87f84896499a85e693fb1f6778d9e67ed1824549af27be22a0b4,rvbradder,18,359,11,39,DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),0,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/beh_lib.sv,06eed3047efe87f84896499a85e693fb1f6778d9e67ed1824549af27be22a0b4,rvbtb_addr_hash,8,97,9,39,DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),0,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/beh_lib.sv,06eed3047efe87f84896499a85e693fb1f6778d9e67ed1824549af27be22a0b4,rvbtb_ghr_hash,7,73,9,39,DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),0,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/beh_lib.sv,06eed3047efe87f84896499a85e693fb1f6778d9e67ed1824549af27be22a0b4,rvbtb_tag_hash,8,128,12,39,DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),0,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,VeeR EL2,https://github.com/chipsalliance/Cores-SweRV,d04b1c7ae675a63dc4307cacfd10547ec937b928,design/lib/beh_lib.sv,06eed3047efe87f84896499a85e693fb1f6778d9e67ed1824549af27be22a0b4,rvclkhdr,11,94,6,39,DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),0,0,0,,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
